Date,Stream,Point,Longitude (UTM),Latitude (UTM),Method,Species,Stage of development,Body Length (mm),Total Length (mm),Bottom Type,Depth (cm),Sample,Obs
07/09/11,3,A,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,16.8,NA,NA
07/09/11,3,A,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,17.5,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,22,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,17.8,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,21,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,24.6,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,24.6,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,27,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,27,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,27,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,31,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,31,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,31,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,31,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,31,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Rock,18,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,19,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,19,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,19,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,19,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,23,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,10,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,29,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,24,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,20,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,15,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,14.8,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,18,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,11,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,11,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,11,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,17.5,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,17.5,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,17.5,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,21.6,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,21.6,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,21.6,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,21.6,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,21.6,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,21.6,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,21,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,21,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,30,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,30,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,30,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,15,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,15,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,15,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,15,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand,12.5,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand,12.5,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand,12.5,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,16,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,16,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,16,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,16,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,16,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,16,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,16,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,16,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,16,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,31,9.3,30.32,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,8.04,24.67,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.9,16.45,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.83,14.45,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,7.44,19.47,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,29,9.16,25.87,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,41,9.54,31.57,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,3.69,9.32,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.42,18.41,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.72,19.38,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.88,18.11,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,7.19,21.11,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,7.84,22.92,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,37,9.65,29.7,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,28,9.76,26.67,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,3.79,10.39,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,3.4,6.64,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,4.4,8.79,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.38,15.87,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.96,18.52,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.56,18.44,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,7.65,22.74,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.78,22.51,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,7.46,22.45,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,7.49,19.69,NA,NA,NA,NA
07/09/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,38,9.36,27.97,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,7.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,7.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,7.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,7.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,4.5,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,4.5,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,3.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand,2.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,7,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,6,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,5.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,5.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,5.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,5.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,5.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,2.7,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,2.7,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,6.4,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand,1.5,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand,1.5,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,4.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,4.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,4.8,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,3.08,6.51,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,2.9,8.8,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,2.96,7.62,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,2.76,8.1,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,2.68,8.05,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,2.44,8.35,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,2.77,6.48,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,2.86,8,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,2.68,8.69,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,3.2,7.93,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,2.8,8.78,NA,NA,NA,NA
07/09/11,3,C,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,2.7,7.01,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,7.5,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,7,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,8,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,5,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,5,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,7.5,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,7.5,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,8,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,6,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton.Vegetation,4.7,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,5.2,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,4.8,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,3,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,7.5,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,5.8,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,6,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,5,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,6.5,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Periphyton,5.5,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,5.5,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,3,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,3.2,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,Sand.Vegetation,3.2,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Visual,Scinax albicans,NA,NA,NA,NA,NA,NA,poça seCrossodactylus aeneusndo
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.37,20.1,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.37,15.14,NA,NA,NA,Crossodactylus aeneusuda cortada
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.92,16.68,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.39,18.77,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.71,17.89,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.5,18.8,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,7.16,20.15,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,31,9.09,27.67,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,39,9.48,31.39,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.81,16.09,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,3.19,10.27,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.69,12.88,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.24,12.45,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.14,11.82,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.81,14.76,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.48,16.58,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.83,9.62,NA,NA,NA,Crossodactylus aeneusuda cortada
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,4.8,13.76,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.87,16.75,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,7.36,22.2,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.41,17.71,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.51,18.27,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.59,19.23,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.87,20.83,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,27,6.73,14.31,NA,NA,NA,Crossodactylus aeneusuda cortada
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,26,7.05,19.19,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,26,7.21,16.61,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,27,8.8,25.68,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,39,10.19,28.2,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.22,17.89,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.25,12.96,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.99,18.02,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,4.82,11.25,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.84,15.44,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,30,9.43,26.38,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,27,8.97,24.32,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.89,19.59,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,33,10.1,28.12,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,7.77,17.49,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.37,19.82,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,26,6.78,20.64,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,26,6.81,20.07,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,36,9.53,28.91,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.9,19.8,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,26,7.4,22.37,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.09,13.11,NA,NA,Crossodactylus aeneusuda cortada,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,26,8.85,24.33,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.12,15.79,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.98,10.46,NA,NA,Crossodactylus aeneusuda cortada,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.4,15.25,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,6.76,16.6,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,36,9.47,28.96,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,41,10.27,29.8,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,28,8.33,23.58,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,27,8.32,24.25,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.95,13.01,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.05,12.34,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,4.83,12.56,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.89,13.73,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,28,7.65,21.06,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,4.82,15.73,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,5.95,10.32,NA,NA,Crossodactylus aeneusuda cortada,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,25,4.2,8.5,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,27,6.88,22.26,NA,NA,NA,NA
08/18/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,42,9.63,26.26,NA,NA,NA,NA
09/20/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,37,9.77,28.22,Periphyton.Vegetation,0-15,NA,ponto quase seco
09/20/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,35,9.41,27.4,Periphyton.Vegetation,0-15,NA,NA
09/20/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,36,9.42,27.54,Periphyton.Vegetation,0-15,NA,NA
09/20/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,34,8.95,23.63,Periphyton.Vegetation,0-15,NA,Crossodactylus aeneusuda cortada
09/20/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,37,10.4,29.87,Periphyton.Vegetation,0-15,NA,NA
09/20/11,3,B,"733114,167225556","7520247,57366895",Dipnet,Scinax albicans,39,9.31,24.54,Periphyton.Vegetation,0-15,NA,Crossodactylus aeneusuda cortada
